Ticker,Earnings Date,Entry Date,Exit Date,Entry Price,Exit Price,ATR(14),ATR%,IV Rank,Strategy,P/L
ACN,2022-06-23,2022-06-03,2022-06-24,287.87731713317874,285.0870666503906,9.063071167382182,0.0314824080536689,0.0338680315287187,Vertical Call,-0.009692498563536617
ACN,2022-03-17,2022-02-25,2022-03-18,301.2930636338491,307.5785827636719,9.794381679036844,0.032507823316303135,0.04516354420170881,Vertical Call,0.02086181159969001
ACN,2021-12-16,2021-11-26,2021-12-17,342.0307939152346,375.24237060546875,5.040783938383852,0.014737807320451702,0.014801539050680806,Iron Condor,0.09710113031069643
ACN,2021-09-23,2021-09-03,2021-09-24,321.97375264183324,320.30255126953125,3.618312679785658,0.011237911941880258,0.02102650438506855,Iron Condor,-0.00519048946875199
ACN,2021-06-24,2021-06-04,2021-06-25,264.8759609877102,277.4361572265625,3.8051904779884467,0.014365933638519205,0.012461159254536816,Iron Condor,0.04741916250918325
AMD,2025-05-06,2025-04-16,2025-05-07,87.61000061035156,100.36000061035156,7.922857557024274,0.09043325535701627,0.11690526987006798,Vertical Call,0.14553133102585006
AMD,2025-02-04,2025-01-15,2025-02-05,117.55000305175781,112.01000213623047,4.310000828334263,0.03666525492505984,0.03299461768923573,Vertical Call,-0.04712888789197271
AMD,2024-10-29,2024-10-09,2024-10-30,174.0500030517578,148.60000610351562,5.098570687430246,0.029293712140378805,0.04359810026132839,Vertical Call,-0.1462223298018216
AMD,2024-07-30,2024-07-10,2024-07-31,179.99000549316406,144.47999572753906,6.794286455426898,0.0377481318299362,0.04389073473786791,Vertical Call,-0.19728878649861287
AMD,2024-04-30,2024-04-10,2024-05-01,166.7100067138672,144.27000427246094,7.525001525878906,0.045138271386398816,0.04695830810432456,Vertical Call,-0.13460501192301647
AMD,2024-01-30,2024-01-10,2024-01-31,150.07000732421875,167.69000244140625,4.886429922921317,0.03256100276162731,0.03144037344890918,Vertical Call,0.11741183619136089
AMD,2023-10-31,2023-10-11,2023-11-01,109.13999938964844,108.04000091552734,3.5678580147879466,0.03269065452392101,0.037512499263362434,Vertical Call,-0.010078783949722331
AMD,2023-08-01,2023-07-12,2023-08-02,112.88999938964844,109.3499984741211,3.713573455810547,0.03289550425979599,0.048089138656018375,Vertical Call,-0.031357967354652565
AMD,2023-05-02,2023-04-12,2023-05-03,94.97000122070312,81.62000274658203,3.451430184500558,0.03634232010253106,0.026467692931650643,Vertical Call,-0.14057068866511546
AMD,2023-01-31,2023-01-11,2023-02-01,68.38999938964844,84.63999938964844,2.7728573935372487,0.0405447787437318,0.03545678198783103,Vertical Call,0.23760783952367767
AMD,2022-11-01,2022-10-12,2022-11-02,57.45000076293945,58.630001068115234,3.478572028023856,0.06054955581946407,0.11033802863680078,Vertical Call,0.02053960469112805
AMD,2022-08-02,2022-07-13,2022-08-03,74.94000244140625,98.08999633789062,3.9449996948242188,0.05264210790370226,0.06034809926310954,Vertical Call,0.30891370619563013
AMD,2022-05-03,2022-04-13,2022-05-04,95.30000305175781,99.41999816894531,4.955000741141183,0.051993710204291416,0.08884012888193835,Vertical Call,0.043231846644851774
AMD,2022-02-01,2022-01-12,2022-02-02,138.58999633789062,122.76000213623047,6.86500004359654,0.049534600079353945,0.04759627246370441,Vertical Call,-0.114221766505179
AMD,2021-10-26,2021-10-06,2021-10-27,100.44999694824219,122.27999877929688,3.2492871965680803,0.03234731005758324,0.021822385699870644,Vertical Call,0.21732207560247913
AMD,2021-07-27,2021-07-07,2021-07-28,95.0199966430664,97.93000030517578,2.932856968470982,0.03086568166791229,0.053306096548024526,Vertical Call,0.030625171173605987
AMT,2025-04-29,2025-04-09,2025-04-30,200.46067683935036,225.41000366210938,7.460760269017903,0.03721807382201434,0.025959041033113226,Vertical Call,0.12445995502027296
AMT,2025-02-25,2025-02-05,2025-02-26,185.285532069557,199.09193420410156,4.64180831643648,0.025052189799114614,0.02700542096736365,Vertical Call,0.07451419428345636
AMT,2024-10-29,2024-10-09,2024-10-30,218.2495462379738,209.87347412109375,3.8059891868937945,0.0174387037796809,0.024552851528372943,Vertical Call,-0.038378417097586916
AMT,2024-07-30,2024-07-10,2024-07-31,192.65361071687462,215.11148071289062,3.539411208932429,0.018371891374171948,0.008642119631023256,Vertical Call,0.11657123846497887
AMT,2024-04-30,2024-04-10,2024-05-01,179.58112826398704,171.17579650878906,3.9258119904604882,0.021860938442760443,0.023327029258893805,Vertical Call,-0.046805206295630404
AMT,2024-02-27,2024-02-07,2024-02-28,184.4738006080909,185.88406372070312,4.550749938489607,0.0246688143437644,0.03135761810853201,Vertical Call,0.007644788083530027
AMT,2023-10-26,2023-10-06,2023-10-27,147.75158379590192,163.70181274414062,3.95628848148759,0.026776623166034196,0.057010641498695225,Vertical Call,0.10795301504362691
AMT,2023-07-27,2023-07-07,2023-07-28,183.64350971177495,178.0651092529297,3.771864634023138,0.02053905765547069,0.019083391093166216,Vertical Call,-0.03037624617172946
AMT,2023-04-26,2023-04-06,2023-04-27,190.52731600194963,192.19703674316406,4.992498699858599,0.026203584895971094,0.02374267138972949,Vertical Call,0.008763681640260696
AMT,2023-02-23,2023-02-03,2023-02-24,208.19124223164079,181.5840301513672,5.669073074180131,0.027230122715116538,0.02327913552050003,Vertical Call,-0.12780178356719488
AMT,2022-10-27,2022-10-07,2022-10-28,183.37256979262733,188.5205078125,7.146789761899742,0.038974148478051626,0.09087570470814997,Vertical Call,0.028073653686014093
AMT,2022-07-28,2022-07-08,2022-07-29,233.42593058052037,247.60594177246094,6.945022650395434,0.02975257561627133,0.036250140034509534,Vertical Call,0.06074736922618443
AMT,2022-04-27,2022-04-07,2022-04-28,240.4280105301167,229.18942260742188,4.913241729355756,0.020435396518577897,0.04089113906033154,Vertical Call,-0.046744087337889616
AMT,2022-02-24,2022-02-04,2022-02-25,224.33681934241469,211.22879028320312,6.546898488487599,0.02918334363337297,0.029279504345794554,Vertical Call,-0.058430127955073775
AMT,2021-10-28,2021-10-08,2021-10-29,239.34767340719222,253.64126586914062,5.216076260232711,0.021792884743687558,0.04885870017092931,Vertical Call,0.05971895301288897
AMT,2021-07-29,2021-07-09,2021-07-30,248.61371086854467,253.2069091796875,3.524509817030059,0.014176651017021563,0.016462294701417683,Iron Condor,0.01847524134970777
AMZN,2025-05-01,2025-04-11,2025-05-02,179.92999267578125,189.97999572753906,11.819998604910714,0.06569220855918868,0.05764973037570572,Vertical Call,0.055855073977950274
AMZN,2025-02-06,2025-01-17,2025-02-07,225.83999633789062,229.14999389648438,5.209286281040737,0.023066269772900903,0.014129565890931997,Vertical Call,0.014656383334515714
AMZN,2024-10-31,2024-10-11,2024-11-01,186.6300048828125,197.92999267578125,3.8278579711914062,0.02051041028260686,0.020337495388051324,Vertical Call,0.060547540574004514
AMZN,2024-08-01,2024-07-12,2024-08-02,194.8000030517578,167.89999389648438,4.5464292253766745,0.02333895869687795,0.03340230701618569,Vertical Call,-0.13809039391095995
AMZN,2024-04-30,2024-04-10,2024-05-01,182.77000427246094,179.0,3.3185719081333707,0.018157092687847577,0.019056337748381752,Vertical Call,-0.02062704045703733
AMZN,2024-02-01,2024-01-12,2024-02-02,155.38999938964844,171.80999755859375,2.741428920200893,0.017642248091697448,0.02002503049160553,Vertical Call,0.10566959414016934
AMZN,2023-10-26,2023-10-06,2023-10-27,124.16000366210938,127.73999786376953,3.9935706002371654,0.03216471071558052,0.05793470367659829,Vertical Call,0.02883371533559872
AMZN,2023-08-03,2023-07-14,2023-08-04,134.05999755859375,139.57000732421875,2.8835694449288503,0.02150954421484698,0.018938100154715615,Vertical Call,0.041101073146124247
AMZN,2023-04-27,2023-04-07,2023-04-28,100.75,105.44999694824219,2.662855420793806,0.02643032675725862,0.03417161103345713,Vertical Call,0.046650093779078784
AMZN,2023-02-02,2023-01-13,2023-02-03,94.18000030517578,103.38999938964844,3.2114290509905135,0.03409884307267331,0.04684842767459497,Vertical Call,0.0977914531177434
AMZN,2022-10-27,2022-10-07,2022-10-28,118.0,103.41000366210938,4.579286847795759,0.03880751565928609,0.05137418065716908,Vertical Call,-0.12364403676178495
AMZN,2022-07-28,2022-07-08,2022-07-29,114.5999984741211,134.9499969482422,5.220714569091797,0.04555597415885425,0.039134993560467055,Vertical Call,0.17757416007921256
AMZN,2022-04-28,2022-04-08,2022-04-29,156.75,124.28150177001953,4.273389543805804,0.027262453230021078,0.04540581838256967,Vertical Call,-0.20713555489620714
AMZN,2022-02-03,2022-01-14,2022-02-04,160.14999389648438,157.63949584960938,3.684320722307478,0.023005437794077595,0.021614440671376075,Vertical Call,-0.015675917218565132
AMZN,2021-10-28,2021-10-08,2021-10-29,165.85000610351562,168.6215057373047,3.1528919764927457,0.019010502625636694,0.026870198299967684,Vertical Call,0.016710880505239327
AMZN,2021-07-29,2021-07-09,2021-07-30,186.12600708007812,166.37950134277344,3.550250462123326,0.019074445950994265,0.031269061840523506,Vertical Call,-0.10609213643533989
ANET,2025-05-06,2025-04-16,2025-05-07,69.125,86.44999694824219,5.633072444370815,0.08149110226937888,0.0898181050095332,Vertical Call,0.25063286724400996
ANET,2025-02-18,2025-01-29,2025-02-19,107.37999725341797,103.91999816894531,6.130856650216239,0.057094960020788135,0.07032080324002113,Vertical Call,-0.03222200757099128
ANET,2024-11-07,2024-10-18,2024-11-08,102.08999633789062,100.11250305175781,2.9010718209402904,0.02841680796361788,0.02761385433194207,Vertical Call,-0.01937009851178599
ANET,2024-07-30,2024-07-10,2024-07-31,91.73999786376953,86.63749694824219,2.4186619349888394,0.026364312091880164,0.05006630194258651,Vertical Call,-0.05561915232551419
ANET,2024-05-07,2024-04-17,2024-05-08,65.71749877929688,72.9175033569336,2.8601788112095425,0.043522332169321554,0.05480282593141607,Vertical Call,0.10955993017654153
ANET,2024-02-12,2024-01-23,2024-02-13,66.42749786376953,66.37750244140625,1.6362667083740234,0.02463237004244391,,Vertical Call,-0.0007526314248026109
ANET,2023-10-30,2023-10-10,2023-10-31,49.099998474121094,50.092498779296875,1.3307315281459264,0.027102475957250974,0.025811304306685153,Vertical Call,0.020213856130747006
ANET,2023-07-31,2023-07-11,2023-08-01,40.122501373291016,46.40250015258789,1.0345712389264787,0.025785312568153546,0.03637253753899122,Vertical Call,0.15652061971084838
ANET,2023-05-01,2023-04-11,2023-05-02,40.5,33.744998931884766,1.101339612688337,0.027193570683662644,0.02805083743498983,Vertical Call,-0.16679014983000578
ANET,2023-02-13,2023-01-24,2023-02-14,29.647499084472656,35.3650016784668,0.9782139914376395,0.032994823227769705,,Vertical Call,0.19284940620804605
ANET,2022-10-31,2022-10-11,2022-11-01,27.122499465942383,31.927499771118164,1.1370537621634347,0.04192289739340685,0.04051654722826122,Vertical Call,0.17715919991848103
ANET,2022-08-01,2022-07-12,2022-08-02,25.584999084472656,29.28499984741211,0.8822321210588727,0.034482397992122375,0.03731412817741067,Vertical Call,0.14461602092395445
ANET,2022-05-02,2022-04-12,2022-05-03,32.157501220703125,28.50749969482422,1.1822680064610072,0.0367649214516661,0.04368434073321817,Vertical Call,-0.11350389138845841
ANET,2022-02-14,2022-01-25,2022-02-15,29.897499084472656,32.48500061035156,1.1690899985177177,0.03910327065198867,0.07346831187119326,Vertical Call,0.08654575148804777
ANET,2021-11-01,2021-10-12,2021-11-02,23.653749465942383,30.74187469482422,0.5231249673025948,0.02211594267774803,0.026022161955690428,Vertical Call,0.2996618036851875
ASML,2025-04-16,2025-03-27,2025-04-17,696.3334599942239,638.1835327148438,20.975038840885336,0.03012211827514267,0.02465031557704982,Vertical Call,-0.08350873628830427
ASML,2025-01-29,2025-01-09,2025-01-30,749.0912393489145,733.1643676757812,21.42393505341972,0.028599900690389462,0.025374347605393824,Vertical Call,-0.02126159116074619
ASML,2024-10-15,2024-09-25,2024-10-16,810.2317937815249,678.3973388671875,26.05964722810564,0.032163199997965644,0.0518494354422382,Vertical Call,-0.16271202380128505
ASML,2024-07-17,2024-06-27,2024-07-18,1019.8351693446767,915.5275268554688,27.46913045730213,0.02693487269609772,0.034706786507007543,Vertical Call,-0.10227892273634154
ASML,2024-04-17,2024-03-28,2024-04-18,958.5105361081442,878.907470703125,23.659659302999824,0.024683775933299096,0.024682306207365855,Vertical Call,-0.08304871194033273
ASML,2024-01-24,2024-01-04,2024-01-25,688.846984512467,857.6836547851562,15.095122630313897,0.021913607767329497,0.0359585975131102,Vertical Call,0.24510039830134964
ASML,2023-10-18,2023-09-28,2023-10-19,557.3771259003961,578.5408325195312,13.637705922173788,0.02446764549252576,0.05608439788673646,Vertical Call,0.03797017429616789
ASML,2023-07-19,2023-06-29,2023-07-20,714.6511878042934,664.0789184570312,16.107680174027443,0.022539219760505762,0.015576862211397525,Vertical Call,-0.07076496927492872
ASML,2023-05-17,2023-04-27,2023-05-18,608.896391801736,683.5260620117188,17.00784852437203,0.02793225375181726,0.03594085687807217,Vertical Call,0.12256546633352876
ASML,2023-01-25,2023-01-05,2023-01-26,552.4836778414384,668.3001708984375,18.355118388491892,0.0332229152184289,0.049134563430959115,Vertical Call,0.2096288047992581
ASML,2022-10-19,2022-09-29,2022-10-20,414.653154494558,426.012939453125,16.2596428573632,0.03921263514124935,0.051639463900424364,Vertical Call,0.027395872515220618
ASML,2022-07-20,2022-06-30,2022-07-21,460.83669213494363,527.0439453125,20.150716754892297,0.043726372267665924,0.08036426078978451,Vertical Call,0.1436674950313404
ASML,2022-04-20,2022-03-31,2022-04-21,660.3896532112349,598.1509399414062,23.567116871303988,0.03568668400043166,0.06976551350213907,Vertical Call,-0.09424543974483
ASML,2022-01-19,2021-12-30,2022-01-20,775.39277681535,681.5859985351562,18.990534401479504,0.024491502847726245,0.026073611682901197,Vertical Call,-0.12097969066138545
ASML,2021-10-20,2021-09-30,2021-10-21,725.8063199660678,757.8601684570312,25.129473027007936,0.03462283578377048,0.05520827758100923,Vertical Call,0.04416308815340985
ASML,2021-07-21,2021-07-01,2021-07-22,661.3232639724225,702.393798828125,14.215756430874697,0.021495926735563168,0.015427799758634179,Vertical Call,0.062103568849220366
ATEN,2025-05-01,2025-04-11,2025-05-02,15.706363958411691,16.34418487548828,0.886259225929364,0.05642675976922842,0.0635033100371636,Vertical Call,0.040609075325482906
ATEN,2025-02-04,2025-01-15,2025-02-05,18.38601455716016,20.701658248901367,0.4479370834098833,0.024362924440057124,0.015740187026052302,Vertical Call,0.12594592942054508
ATEN,2024-11-07,2024-10-18,2024-11-08,14.625423883367596,16.041425704956055,0.26382071522345313,0.018038500444659027,0.02372758645351433,Vertical Call,0.09681783125607542
ATEN,2024-07-30,2024-07-10,2024-07-31,13.256010284153621,12.901204109191895,0.34002397202690837,0.025650551315079827,0.01904011889315246,Vertical Call,-0.026765683441409668
ATEN,2024-04-30,2024-04-10,2024-05-01,13.283926937697379,15.09046459197998,0.26929716704763507,0.020272406518844852,0.02650132058321772,Vertical Call,0.13599424799273588
ATEN,2024-02-06,2024-01-17,2024-02-07,13.124935986570062,12.66561222076416,0.2136067645285238,0.01627488048300536,0.01505865741437814,Vertical Call,-0.03499626712662823
ATEN,2023-11-07,2023-10-18,2023-11-08,10.920977363847676,11.387768745422363,0.7224157396992297,0.06614936700543698,0.17314657074579676,Vertical Call,0.042742637954724896
ATEN,2023-07-26,2023-07-06,2023-07-27,13.580387032722742,14.9171142578125,0.35632246334348633,0.026238019762242885,0.030648958597025135,Vertical Call,0.09843071643457843
ATEN,2023-05-04,2023-04-14,2023-05-05,14.46716436383883,13.271210670471191,0.41885877941989197,0.02895237579983841,0.01762958014196475,Vertical Call,-0.08266676615335658
ATEN,2023-02-07,2023-01-18,2023-02-08,15.129555702396065,14.437920570373535,0.48030421765446035,0.03174608872211592,0.04245670722573777,Vertical Call,-0.04571417334568493
ATEN,2022-11-01,2022-10-12,2022-11-02,14.113248949994722,17.397401809692383,0.40214122665350527,0.028493880330344182,0.053649305721104636,Vertical Call,0.23269998788612664
ATEN,2022-08-02,2022-07-13,2022-08-03,12.779239815599327,14.92660903930664,0.6060358622622581,0.047423467358557896,0.03458435172495105,Vertical Call,0.16803575601469414
ATEN,2022-05-03,2022-04-13,2022-05-04,12.364362765288536,15.959543228149414,0.4273176211314074,0.03456042411915075,0.038644043991775366,Vertical Call,0.29076957147795074
ATEN,2022-02-01,2022-01-12,2022-02-02,14.590506392692644,13.188302993774414,0.552219580242398,0.03784786938710817,0.04466562571208741,Vertical Call,-0.09610381992091069
ATEN,2021-10-28,2021-10-08,2021-10-29,12.798942362498073,17.654041290283203,0.3946963088692768,0.03083819722680904,0.03828396721296095,Vertical Call,0.3793359474772665
ATEN,2021-07-27,2021-07-07,2021-07-28,11.042041514263989,11.788251876831055,0.3535395569354887,0.03201758990661194,0.040726766975500976,Vertical Call,0.067579021651306
AVGO,2025-06-05,2025-05-16,2025-06-06,232.32000732421875,246.92999267578125,7.3585695539202005,0.03167428254963338,0.0856246778452184,Vertical Call,0.06288733165875485
AVGO,2025-03-06,2025-02-14,2025-03-07,233.8224549373678,194.37184143066406,9.523328934674764,0.04072888952100731,0.053820509206869996,Vertical Call,-0.16872038024436564
AVGO,2024-12-12,2024-11-22,2024-12-13,163.36662194478373,223.52293395996094,4.950288007810562,0.03030171003648291,0.04055902144937564,Vertical Call,0.3682289031813943
AVGO,2024-09-05,2024-08-16,2024-09-06,162.99953335001763,135.775146484375,9.60124277896409,0.05890349856613901,0.05184783989882635,Vertical Call,-0.16702125647919644
AVGO,2024-06-12,2024-05-23,2024-06-13,141.11779151623892,165.87120056152344,3.6462109039572477,0.02583806665892773,0.04005268948413514,Vertical Call,0.17540955523270113
AVGO,2024-03-07,2024-02-16,2024-03-08,123.85591734871772,128.7430877685547,3.398233615263478,0.027436990399866912,0.021905791806059116,Vertical Call,0.03945851376706597
AVGO,2023-12-07,2023-11-17,2023-12-08,93.83081825290161,92.46871185302734,2.230126905493136,0.02376753125484091,0.05367511804284596,Vertical Call,-0.014516620714134534
AVGO,2023-08-31,2023-08-11,2023-09-01,81.22639861022074,84.97698211669922,2.1005486294182822,0.025860418107395564,0.02799946570933357,Vertical Call,0.04617444046086934
AVGO,2023-06-01,2023-05-12,2023-06-02,60.875244567212945,78.66370391845703,1.3446465102548355,0.022088560297613233,0.0132043931879533,Vertical Call,0.292211710650356
AVGO,2023-03-02,2023-02-10,2023-03-03,57.355598889544275,60.86151123046875,1.2760889940234281,0.022248725821535354,0.022044883776752486,Vertical Call,0.06112589544529349
AVGO,2022-12-08,2022-11-18,2022-12-09,49.30335126331653,51.95991134643555,1.6278706747125509,0.033017444717267024,0.05032482590973969,Vertical Call,0.05388193733385411
AVGO,2022-09-01,2022-08-12,2022-09-02,51.820139905355056,47.318359375,1.236562375239437,0.023862582723587968,0.03358213832030677,Vertical Call,-0.08687318364205816
AVGO,2022-05-26,2022-05-06,2022-05-27,53.93932750156224,54.72175979614258,2.0576142659666137,0.03814682832126558,0.022450449852345893,Vertical Call,0.014505785126032157
AVGO,2022-03-03,2022-02-11,2022-03-04,55.107166864110894,55.53861618041992,2.152023127648434,0.03905160163568418,0.041278858661238066,Vertical Call,0.007829277766591433
AVGO,2021-12-09,2021-11-19,2021-12-10,53.36055164219706,58.49030685424805,0.8508151770851943,0.015944647326553818,0.02978091264434126,Vertical Call,0.09613384896108199
AVGO,2021-09-02,2021-08-13,2021-09-03,44.36208051229859,45.74733352661133,0.6868481549176236,0.015482775987641232,0.0126078470215217,Vertical Call,0.031226060597602082
AVGO,2021-06-03,2021-05-14,2021-06-04,39.801917997182564,43.32343673706055,1.163087873397201,0.029221905172497762,0.029937928338324607,Vertical Call,0.08847610660690419
CAT,2025-04-30,2025-04-10,2025-05-01,295.2583376715886,313.9599914550781,15.882102266272804,0.05379052930907654,0.07901252963548745,Vertical Call,0.06333996841874483
CAT,2025-01-30,2025-01-10,2025-01-31,354.8145443631224,369.6601257324219,6.98280456035507,0.019680153114605033,0.025159535164868737,Vertical Call,0.041840396920443786
CAT,2024-10-30,2024-10-10,2024-10-31,390.44702122831296,373.02978515625,9.024170457335313,0.023112406976357622,0.044565415179779404,Vertical Call,-0.04460844909834329
CAT,2024-08-06,2024-07-17,2024-08-07,353.23212214564956,321.89794921875,7.1903424519878865,0.020355856676655994,0.02797873532729142,Vertical Call,-0.08870703133272635
CAT,2024-04-25,2024-04-05,2024-04-26,365.21456903433625,337.8913269042969,7.0325625479474025,0.019255974827461563,0.034351975086386134,Vertical Call,-0.07481421730322739
